repeat_sequence_index,point_ordinal,grid_index,block_index,condition,condition_ordinal,repeat_index,bias,approach_bias,restart_gen,restart_acq,t_restart_start_unix,t_restart_end_unix,t_discard_start_unix,t_discard_end_unix,t_acq_first_attempt_start_unix,discard_read_retries,formal_read_retries,t_dmm_pre1_start_unix,t_dmm_pre1_end_unix,dc_dmm_pre1,t_dmm_pre2_start_unix,t_dmm_pre2_end_unix,dc_dmm_pre2,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post1_start_unix,t_dmm_post1_end_unix,dc_dmm_post1,t_dmm_post2_start_unix,t_dmm_post2_end_unix,dc_dmm_post2,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
157,3,20,13,none,1,1,-1.7963059525358505,-1.9268594287369492,0,0,1784289643.689589,1784289643.689589,1784289644.414665,1784289645.2972832,1784289645.717081,0,0,1784289645.3024058,1784289645.51267,0.401011718,1784289645.512672,1784289645.7170749,0.375540017,1784289645.717081,1784289647.780631,1784289646.7497535,1784289647.780895,1784289647.991283,0.390286791,1784289647.991285,1784289648.1928,0.390286791,0.379446,0.306029,0.5218155,0.0017525000000000002,-0.0040205,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4357087,4311441,0,0,0,0,2
158,3,20,13,none,1,2,-1.7963059525358505,-1.9268594287369492,0,0,1784289648.193426,1784289648.193426,1784289648.9267871,1784289649.7950861,1784289650.210121,0,0,1784289649.795626,1784289649.999954,0.38760556,1784289649.999957,1784289650.210115,0.394308639,1784289650.210121,1784289652.2852402,1784289651.2475955,1784289652.285721,1784289652.495556,0.413077261,1784289652.49556,1784289652.70204,0.38760556,0.37850550000000005,0.3059345,0.5216529999999999,0.0018005,-0.0040045,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4376650,4283833,0,0,0,0,2
159,3,20,13,none,1,3,-1.7963059525358505,-1.9268594287369492,0,0,1784289652.7026849,1784289652.7026849,1784289653.445299,1784289654.327159,1784289654.742261,0,0,1784289654.327735,1784289654.532115,0.368836938,1784289654.532117,1784289654.7422562,0.376880633,1784289654.742261,1784289656.802078,1784289655.7746277,1784289656.802287,1784289657.00947,0.390286791,1784289657.009474,1784289657.2185469,0.358112011,0.3772045,0.3054715,0.520841,0.001774,-0.0040435,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4367080,4273077,0,0,0,0,2
160,3,20,13,none,1,4,-1.7963059525358505,-1.9268594287369492,0,0,1784289657.220098,1784289657.220098,1784289657.956352,1784289658.82835,1784289659.244861,0,0,1784289658.828927,1784289659.037291,0.396989871,1784289659.037295,1784289659.244855,0.407714797,1784289659.244861,1784289661.3124301,1784289660.2730818,1784289661.31265,1784289661.522814,0.391627407,1784289661.522816,1784289661.734124,0.401011718,0.3762835,0.30529300000000004,0.520571,0.0017959999999999999,-0.0040535,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4370214,4260205,0,0,0,0,2
161,3,20,13,none,1,5,-1.7963059525358505,-1.9268594287369492,0,0,1784289661.7347572,1784289661.7347572,1784289662.469043,1784289663.347651,1784289663.7665868,0,0,1784289663.347866,1784289663.5564458,0.367496322,1784289663.556449,1784289663.766581,0.398330486,1784289663.7665868,1784289665.834951,1784289664.7992287,1784289665.837764,1784289666.043007,0.390286791,1784289666.0430112,1784289666.249826,0.390286791,0.375019,0.3047725,0.519819,0.001774,-0.004007,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4366911,4260374,0,0,0,0,2
162,3,20,13,none,1,6,-1.7963059525358505,-1.9268594287369492,0,0,1784289666.250489,1784289666.250489,1784289666.979985,1784289667.8582149,1784289668.272481,0,0,1784289667.858439,1784289668.068583,0.367496322,1784289668.0685859,1784289668.2724748,0.36481509,1784289668.272481,1784289670.3609622,1784289669.3180697,1784289670.361433,1784289670.570554,0.407714797,1784289670.570559,1784289670.7777941,0.386264944,0.37429199999999996,0.30476499999999995,0.5197985,0.0017685,-0.004009,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4390793,4259781,0,0,0,0,2
163,3,20,13,none,1,7,-1.7963059525358505,-1.9268594287369492,0,0,1784289670.77999,1784289670.77999,1784289671.512135,1784289672.387674,1784289672.808209,0,0,1784289672.3879192,1784289672.598065,0.394308639,1784289672.598068,1784289672.808204,0.405033566,1784289672.808209,1784289674.880877,1784289673.8477,1784289674.88518,1784289675.092501,0.36481509,1784289675.092503,1784289675.302658,0.405033566,0.3731645,0.30437,0.5191475,0.0017655000000000001,-0.0040235,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4363015,4267573,0,0,0,0,2
164,3,20,13,none,1,8,-1.7963059525358505,-1.9268594287369492,0,0,1784289675.304426,1784289675.304426,1784289676.0451121,1784289676.929423,1784289677.351052,0,0,1784289676.9305758,1784289677.141349,0.382243096,1784289677.141351,1784289677.3510468,0.383583712,1784289677.351052,1784289679.4310699,1784289678.3901978,1784289679.4312909,1784289679.63466,0.378221249,1784289679.634662,1784289679.8444538,0.410396029,0.371863,0.30384900000000004,0.5182005000000001,0.001753,-0.004085500000000001,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4359967,4238271,0,0,0,0,2
165,3,20,13,none,1,9,-1.7963059525358505,-1.9268594287369492,0,0,1784289679.845221,1784289679.845221,1784289680.5868318,1784289681.452438,1784289681.862505,0,0,1784289681.452656,1784289681.66173,0.372858785,1784289681.6617339,1784289681.862499,0.388946175,1784289681.862505,1784289683.923305,1784289682.8945286,1784289683.923528,1784289684.1344268,0.418439724,1784289684.13443,1784289684.342103,0.391627407,0.37120699999999995,0.3038365,0.5182450000000001,0.0018005,-0.0040479999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4343707,4246909,0,0,0,0,2
166,3,20,13,none,1,10,-1.7963059525358505,-1.9268594287369492,0,0,1784289684.3427799,1784289684.3427799,1784289685.079513,1784289685.955414,1784289686.3774579,0,0,1784289685.9556632,1784289686.167242,0.388946175,1784289686.1672451,1784289686.3774478,0.409055413,1784289686.3774579,1784289688.458689,1784289687.417005,1784289688.45891,1784289688.66275,0.354090163,1784289688.662754,1784289688.87249,0.386264944,0.37017,0.303562,0.5177035000000001,0.001814,-0.004085500000000001,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4328124,4233952,0,0,0,0,2
167,3,20,13,none,1,11,-1.7963059525358505,-1.9268594287369492,0,0,1784289688.873143,1784289688.873143,1784289689.594326,1784289690.4692101,1784289690.8813791,0,0,1784289690.469425,1784289690.67961,0.394308639,1784289690.679631,1784289690.8813708,0.399671102,1784289690.8813791,1784289692.9496279,1784289691.9133246,1784289692.949857,1784289693.159201,0.399671102,1784289693.159204,1784289693.361415,0.371518169,0.36907500000000004,0.3030755,0.51702,0.0017980000000000001,-0.0040605,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4343198,4235222,0,0,0,0,2
168,3,20,14,gen,2,0,-1.7963059525358505,-1.9268594287369492,1,0,1784289698.862304,1784289701.034333,1784289701.77064,1784289702.657255,1784289703.0792162,0,0,1784289702.65749,1784289702.8693812,0.36481509,1784289702.869386,1784289703.079205,0.379561864,1784289703.0792162,1784289705.169941,1784289704.121865,1784289705.170642,1784289705.380329,0.396989871,1784289705.3803341,1784289705.5918632,0.376880633,0.36658,0.3023365,0.5157944999999999,0.001814,-0.004104999999999999,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4323127,4257664,0,0,0,0,2
169,3,20,14,gen,2,1,-1.7963059525358505,-1.9268594287369492,1,0,1784289705.592949,1784289707.79278,1784289708.529519,1784289709.410843,1784289709.826508,0,0,1784289709.4126458,1784289709.622814,0.411736645,1784289709.622816,1784289709.8263838,0.388946175,1784289709.826508,1784289711.911237,1784289710.8667862,1784289711.911454,1784289712.115075,0.391627407,1784289712.115077,1784289712.315695,0.395649255,0.365421,0.30209149999999996,0.5154535,0.0018505000000000001,-0.004118999999999999,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4325245,4217268,0,0,0,0,2
170,3,20,14,gen,2,2,-1.7963059525358505,-1.9268594287369492,1,0,1784289712.316573,1784289714.485282,1784289715.223531,1784289716.108618,1784289716.526458,0,0,1784289716.108811,1784289716.319917,0.384924328,1784289716.3199208,1784289716.5264509,0.359452627,1784289716.526458,1784289718.58246,1784289717.554138,1784289718.582701,1784289718.7928839,0.375540017,1784289718.792886,1784289718.99551,0.388946175,0.3639815,0.3016305,0.5145225,0.00185,-0.0041195,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4337016,4220232,0,0,0,0,2
171,3,20,14,gen,2,3,-1.7963059525358505,-1.9268594287369492,1,0,1784289718.996348,1784289721.1999822,1784289721.9310238,1784289722.8150988,1784289723.235722,0,0,1784289722.8153129,1784289723.0254688,0.390286791,1784289723.025472,1784289723.2357109,0.338002773,1784289723.235722,1784289725.293269,1784289724.2639952,1784289725.293472,1784289725.5038059,0.356771395,1784289725.50381,1784289725.707808,0.388946175,0.3629,0.3014285,0.514252,0.001833,-0.0041315,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4316014,4218708,0,0,0,0,2
172,3,20,14,gen,2,4,-1.7963059525358505,-1.9268594287369492,1,0,1784289725.708451,1784289727.892301,1784289728.6325371,1784289729.520631,1784289729.941491,0,1,1784289729.520869,1784289729.7328289,0.383583712,1784289729.732836,1784289729.9414861,0.391627407,1784289731.111138,1784289733.1876512,1784289732.1470916,1784289733.187863,1784289733.3955488,0.370177553,1784289733.395552,1784289733.596746,0.350068316,0.3612325,0.3007215,0.5130835,0.0018555,-0.004165,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4313134,4206598,0,0,0,0,2
173,3,20,14,gen,2,5,-1.7963059525358505,-1.9268594287369492,1,0,1784289733.5974112,1784289735.785423,1784289736.5027268,1784289737.3823612,1784289737.811071,0,0,1784289737.387397,1784289737.597644,0.375540017,1784289737.597648,1784289737.8070989,0.359452627,1784289737.811071,1784289739.874309,1784289738.8434849,1784289739.8745549,1784289740.086977,0.394308639,1784289740.086981,1784289740.2938979,0.343365236,0.36004250000000004,0.300416,0.512569,0.0018809999999999999,-0.004163,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4288914,4195249,0,0,0,0,2
174,3,20,14,gen,2,6,-1.7963059525358505,-1.9268594287369492,1,0,1784289740.296075,1784289742.495031,1784289743.2338738,1784289744.10521,1784289744.5271559,0,0,1784289744.105449,1784289744.317015,0.376880633,1784289744.317018,1784289744.527151,0.340684005,1784289744.5271559,1784289746.5983481,1784289745.56137,1784289746.6013389,1784289746.8114848,0.352749547,1784289746.811487,1784289747.0121531,0.372858785,0.3587375,0.2999185,0.5116725,0.0018614999999999999,-0.004154,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4289422,4206259,0,0,0,0,2
175,3,20,14,gen,2,7,-1.7963059525358505,-1.9268594287369492,1,0,1784289747.012788,1784289749.199195,1784289749.9397628,1784289750.8225112,1784289751.243572,0,0,1784289750.822706,1784289751.0333529,0.382243096,1784289751.0333571,1784289751.243567,0.363474474,1784289751.243572,1784289753.3094342,1784289752.2720087,1784289753.309726,1784289753.51353,0.371518169,1784289753.513534,1784289753.7187781,0.370177553,0.357762,0.2996915,0.5112905000000001,0.0018830000000000001,-0.004170500000000001,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4294249,4189237,0,0,0,0,2
176,3,20,14,gen,2,8,-1.7963059525358505,-1.9268594287369492,1,0,1784289753.719627,1784289755.904481,1784289756.643142,1784289757.520594,1784289757.945724,0,0,1784289757.5210938,1784289757.731264,0.376880633,1784289757.731266,1784289757.945718,0.405033566,1784289757.945724,1784289760.025845,1784289758.9831245,1784289760.02608,1784289760.236075,0.367496322,1784289760.236077,1784289760.440335,0.350068316,0.3566045,0.299258,0.510733,0.001853,-0.004139,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4282986,4180429,0,0,0,0,2
177,3,20,14,gen,2,9,-1.7963059525358505,-1.9268594287369492,1,0,1784289760.440941,1784289762.652718,1784289763.387616,1784289764.270486,1784289764.685964,0,0,1784289764.271007,1784289764.474166,0.346046468,1784289764.474169,1784289764.6859531,0.352749547,1784289764.685964,1784289766.759231,1784289765.7234688,1784289766.7594502,1784289766.970135,0.378221249,1784289766.9701371,1784289767.174208,0.370177553,0.35571949999999997,0.299147,0.510432,0.0018809999999999999,-0.0042109999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4290862,4168573,0,0,0,0,2
178,3,20,14,gen,2,10,-1.7963059525358505,-1.9268594287369492,1,0,1784289767.174848,1784289769.37323,1784289770.116971,1784289770.994546,1784289771.414287,0,0,1784289770.9960608,1784289771.2039838,0.376880633,1784289771.203988,1784289771.4142761,0.386264944,1784289771.414287,1784289773.4962418,1784289772.4532309,1784289773.496557,1784289773.706739,0.375540017,1784289773.706743,1784289773.908572,0.36481509,0.3542325,0.29847049999999997,0.5092945,0.0018765000000000001,-0.004194,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4262407,4179243,0,0,0,0,2
179,3,20,14,gen,2,11,-1.7963059525358505,-1.9268594287369492,1,0,1784289773.909548,1784289776.104845,1784289776.838336,1784289777.715165,1784289778.126664,0,0,1784289777.716235,1784289777.9263859,0.363474474,1784289777.926388,1784289778.126658,0.367496322,1784289778.126664,1784289780.1876988,1784289779.1538005,1784289780.18837,1784289780.3985448,0.368836938,1784289780.39855,1784289780.610632,0.371518169,0.3535245,0.29839150000000003,0.5091995,0.0018915,-0.004188,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4277820,4182292,0,0,0,0,2
180,3,20,15,acq,3,0,-1.7963059525358505,-1.9268594287369492,0,1,1784289786.116123,1784289789.43808,1784289790.172239,1784289791.03778,1784289791.4530509,0,0,1784289791.038,1784289791.2482061,0.375540017,1784289791.24821,1784289791.453044,0.360793242,1784289791.4530509,1784289793.520688,1784289792.4887462,1784289793.52089,1784289793.731122,0.352749547,1784289793.731126,1784289793.9376829,0.363474474,0.35154399999999997,0.297798,0.5081819999999999,0.0019025000000000001,-0.0042144999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4258172,4159681,0,0,0,0,2
181,3,20,15,acq,3,1,-1.7963059525358505,-1.9268594287369492,0,1,1784289793.938522,1784289797.238042,1784289797.972498,1784289798.84406,1784289799.263233,0,0,1784289798.845102,1784289799.056253,0.327277846,1784289799.056257,1784289799.263227,0.354090163,1784289799.263233,1784289801.33973,1784289800.3045921,1784289801.339941,1784289801.546462,0.336662157,1784289801.546466,1784289801.755073,0.379561864,0.35031049999999997,0.297375,0.5074485,0.0018915,-0.0042485,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4272484,4161628,0,0,0,0,2
182,3,20,15,acq,3,2,-1.7963059525358505,-1.9268594287369492,0,1,1784289801.757729,1784289805.072584,1784289805.7975109,1784289806.670372,1784289807.0905569,0,0,1784289806.671398,1784289806.88037,0.368836938,1784289806.880372,1784289807.090546,0.331299694,1784289807.0905569,1784289809.154529,1784289808.1240575,1784289809.1547909,1784289809.3558788,0.383583712,1784289809.355881,1784289809.559158,0.368836938,0.3490395,0.29682549999999996,0.5065985,0.001928,-0.0041919999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4255801,4151551,0,0,0,0,2
183,3,20,15,acq,3,3,-1.7963059525358505,-1.9268594287369492,0,1,1784289809.5665028,1784289812.885948,1784289813.6162062,1784289814.489423,1784289814.9079459,0,0,1784289814.489622,1784289814.699769,0.363474474,1784289814.699771,1784289814.907938,0.367496322,1784289814.9079459,1784289816.9678872,1784289815.9370742,1784289816.968805,1784289817.177176,0.367496322,1784289817.1771798,1784289817.391211,0.344705852,0.348012,0.2965415,0.506166,0.0019299999999999999,-0.004216,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4306529,4149433,0,0,0,0,2
184,3,20,15,acq,3,4,-1.7963059525358505,-1.9268594287369492,0,1,1784289817.392374,1784289820.7277381,1784289821.4684181,1784289822.343065,1784289822.767263,0,0,1784289822.343641,1784289822.554987,0.352749547,1784289822.55499,1784289822.767256,0.360793242,1784289822.767263,1784289824.832466,1784289823.8014064,1784289824.8329651,1784289825.0377831,0.360793242,1784289825.037785,1784289825.248946,0.350068316,0.34734149999999997,0.29651700000000003,0.5060910000000001,0.001911,-0.0042595,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4251312,4139102,0,0,0,0,2
185,3,20,15,acq,3,5,-1.7963059525358505,-1.9268594287369492,0,1,1784289825.249642,1784289828.592891,1784289829.321258,1784289830.2011142,1784289830.61584,0,0,1784289830.203561,1784289830.41374,0.350068316,1784289830.413742,1784289830.61583,0.36481509,1784289830.61584,1784289832.6808782,1784289831.6478066,1784289832.681095,1784289832.891229,0.372858785,1784289832.891231,1784289833.094935,0.34202462,0.346052,0.295944,0.5051939999999999,0.001887,-0.0042185,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4265625,4159257,0,0,0,0,2
186,3,20,15,acq,3,6,-1.7963059525358505,-1.9268594287369492,0,1,1784289833.100493,1784289836.427957,1784289837.169007,1784289838.0465658,1784289838.467202,0,0,1784289838.046782,1784289838.256949,0.356771395,1784289838.256951,1784289838.467176,0.363474474,1784289838.467202,1784289840.552871,1784289839.5077982,1784289840.558332,1784289840.76871,0.378221249,1784289840.768715,1784289840.979251,0.343365236,0.345198,0.29581100000000005,0.504873,0.0019450000000000001,-0.0042805,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4261814,4148417,0,0,0,0,2
187,3,20,15,acq,3,7,-1.7963059525358505,-1.9268594287369492,0,1,1784289840.9800189,1784289844.325624,1784289845.049341,1784289845.928734,1784289846.344531,0,0,1784289845.928952,1784289846.139147,0.329959078,1784289846.139151,1784289846.344518,0.351408931,1784289846.344531,1784289848.426751,1784289847.3889613,1784289848.426977,1784289848.6391098,0.375540017,1784289848.639116,1784289848.848854,0.347387084,0.3442315,0.2954325,0.5043795,0.001911,-0.0042645,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4254700,4129447,0,0,0,0,2
188,3,20,15,acq,3,8,-1.7963059525358505,-1.9268594287369492,0,1,1784289848.849507,1784289852.18302,1784289852.926997,1784289853.799995,1784289854.222487,0,0,1784289853.80046,1784289854.0110452,0.372858785,1784289854.011049,1784289854.2224782,0.333980925,1784289854.222487,1784289856.302409,1784289855.2642412,1784289856.3029592,1784289856.510367,0.339343389,1784289856.510371,1784289856.718549,0.324596614,0.34320249999999997,0.2951125,0.5037515,0.001906,-0.0042795,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4258934,4134444,0,0,0,0,2
189,3,20,15,acq,3,9,-1.7963059525358505,-1.9268594287369492,0,1,1784289856.719249,1784289860.030475,1784289860.755133,1784289861.6354911,1784289862.0594308,0,0,1784289861.6390789,1784289861.84922,0.346046468,1784289861.849222,1784289862.059419,0.347387084,1784289862.0594308,1784289864.130534,1784289863.0944586,1784289864.1307368,1784289864.3309062,0.3487277,1784289864.3309078,1784289864.541749,0.360793242,0.34245400000000004,0.2949075,0.5034784999999999,0.0019619999999999998,-0.0042955,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4233697,4126144,0,0,0,0,2
190,3,20,15,acq,3,10,-1.7963059525358505,-1.9268594287369492,0,1,1784289864.5426738,1784289867.8648949,1784289868.603341,1784289869.475067,1784289869.895586,0,0,1784289869.475253,1784289869.68562,0.356771395,1784289869.6856241,1784289869.8955798,0.344705852,1784289869.895586,1784289871.973713,1784289870.930877,1784289871.9748092,1784289872.17679,0.335321541,1784289872.176794,1784289872.382457,0.3487277,0.3413525,0.294433,0.502626,0.0019635,-0.0043255,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4226668,4128685,0,0,0,0,2
191,3,20,15,acq,3,11,-1.7963059525358505,-1.9268594287369492,0,1,1784289872.3830888,1784289875.715012,1784289876.443302,1784289877.324414,1784289877.748283,0,0,1784289877.324638,1784289877.534833,0.346046468,1784289877.534838,1784289877.748276,0.358112011,1784289877.748283,1784289879.824554,1784289878.7893677,1784289879.824773,1784289880.034985,0.356771395,1784289880.034989,1784289880.23876,0.347387084,0.3406215,0.29430100000000003,0.5023545,0.001947,-0.004285000000000001,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4217522,4119200,0,0,0,0,2
192,4,80,16,none,0,0,6.036902619530071,5.906349143328972,0,0,1784289973.215394,1784289973.215394,1784289973.948749,1784289974.833042,1784289975.2430139,0,0,1784289974.83416,1784289975.036146,0.183831949,1784289975.03615,1784289975.243003,0.179810102,1784289975.2430139,1784289977.328981,1784289976.2881556,1784289977.329194,1784289977.539376,0.155679016,1784289977.53938,1784289977.74157,0.159700864,0.15897450000000002,-0.21495350000000002,-0.364804,0.0045734999999999994,-0.007233,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3095074,3047988,0,0,0,0,2
193,4,80,16,none,0,1,6.036902619530071,5.906349143328972,0,0,1784289977.748371,1784289977.748371,1784289978.488257,1784289979.369642,1784289979.785811,0,0,1784289979.3698719,1784289979.577865,0.17712887,1784289979.577869,1784289979.7858062,0.194556876,1784289979.785811,1784289981.8557801,1784289980.8195248,1784289981.8560152,1784289982.0670998,0.171766407,1784289982.067102,1784289982.277278,0.158360248,0.15442450000000002,-0.212198,-0.36022,0.004551,-0.007241,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3096768,3019702,0,0,0,0,2
194,4,80,16,none,0,2,6.036902619530071,5.906349143328972,0,0,1784289982.281483,1784289982.281483,1784289983.0194392,1784289983.8870678,1784289984.3043342,0,0,1784289983.887281,1784289984.097437,0.143613474,1784289984.097439,1784289984.304323,0.152997785,1784289984.3043342,1784289986.37328,1784289985.3412251,1784289986.3741472,1784289986.582399,0.151657169,1784289986.582401,1784289986.786984,0.166403943,0.150441,-0.20978750000000002,-0.3561915,0.0045780000000000005,-0.007232,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3053408,2956356,0,0,0,0,2
195,4,80,16,none,0,3,6.036902619530071,5.906349143328972,0,0,1784289986.788827,1784289986.788827,1784289987.525764,1784289988.4189172,1784289988.839707,0,0,1784289988.41912,1784289988.6292999,0.163722711,1784289988.6293042,1784289988.839696,0.155679016,1784289988.839707,1784289990.913423,1784289989.8755147,1784289990.9137301,1784289991.1220999,0.148975937,1784289991.1221042,1784289991.3319218,0.174447638,0.14658949999999998,-0.20725349999999998,-0.35192999999999997,0.0045645,-0.0072575,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3027917,2931712,0,0,0,0,2
196,4,80,16,none,0,4,6.036902619530071,5.906349143328972,0,0,1784289991.336459,1784289991.336459,1784289992.0726311,1784289992.9482398,1784289993.370788,0,0,1784289992.948437,1784289993.1615942,0.131547931,1784289993.161599,1784289993.3707771,0.143613474,1784289993.370788,1784289995.440904,1784289994.4063926,1784289995.4414191,1784289995.655741,0.165063327,1784289995.655745,1784289995.865242,0.148975937,0.14324900000000002,-0.205082,-0.34842799999999996,0.00455,-0.0072495,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2993703,2895974,0,0,0,0,2
197,4,80,16,none,0,5,6.036902619530071,5.906349143328972,0,0,1784289995.866168,1784289995.866168,1784289996.607997,1784289997.497087,1784289997.921726,0,0,1784289997.497477,1784289997.707679,0.152997785,1784289997.707683,1784289997.921715,0.135569778,1784289997.921726,1784289999.997563,1784289998.9612694,1784289999.997786,1784290000.2124002,0.173107022,1784290000.212404,1784290000.421124,0.143613474,0.139964,-0.202982,-0.3449135,0.004568,-0.0072665,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2961776,2866079,0,0,0,0,2
198,4,80,16,none,0,6,6.036902619530071,5.906349143328972,0,0,1784290000.42184,1784290000.42184,1784290001.158417,1784290002.032528,1784290002.453332,0,0,1784290002.032738,1784290002.241431,0.146294705,1784290002.2414331,1784290002.453326,0.136910394,1784290002.453332,1784290004.52532,1784290003.4898674,1784290004.525643,1784290004.7318,0.114119925,1784290004.731803,1784290004.942005,0.157019632,0.1370145,-0.2010515,-0.341602,0.0045635,-0.007265499999999999,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2938402,2844907,0,0,0,0,2
199,4,80,16,none,0,7,6.036902619530071,5.906349143328972,0,0,1784290004.942677,1784290004.942677,1784290005.6657238,1784290006.541219,1784290006.955969,0,0,1784290006.5414479,1784290006.751625,0.143613474,1784290006.751629,1784290006.955963,0.124844852,1784290006.955969,1784290009.036714,1784290007.9982467,1784290009.036938,1784290009.24712,0.159700864,1784290009.247125,1784290009.456673,0.134229163,0.134184,-0.1991345,-0.33840800000000004,0.0045734999999999994,-0.0072645,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2910879,2815182,0,0,0,0,2
200,4,80,16,none,0,8,6.036902619530071,5.906349143328972,0,0,1784290009.4624698,1784290009.4624698,1784290010.191238,1784290011.0505338,1784290011.4586408,0,0,1784290011.051022,1784290011.2553442,0.146294705,1784290011.255352,1784290011.458635,0.143613474,1784290011.4586408,1784290013.4897642,1784290012.4741442,1784290013.489985,1784290013.69716,0.132888547,1784290013.697162,1784290013.899446,0.143613474,0.1315275,-0.1973885,-0.3353715,0.0045495,-0.0073030000000000005,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2902495,2782408,0,0,0,0,2
201,4,80,16,none,0,9,6.036902619530071,5.906349143328972,0,0,1784290013.90098,1784290013.90098,1784290014.6183412,1784290015.477643,1784290015.887768,0,0,1784290015.477856,1784290015.682644,0.132888547,1784290015.682647,1784290015.8877618,0.162382096,1784290015.887768,1784290017.916013,1784290016.8995051,1784290017.9172192,1784290018.124465,0.114119925,1784290018.1244678,1784290018.327332,0.134229163,0.1290485,-0.1956795,-0.33258750000000004,0.004581,-0.0072905,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2863115,2754376,0,0,0,0,2
202,4,80,16,none,0,10,6.036902619530071,5.906349143328972,0,0,1784290018.3298502,1784290018.3298502,1784290019.0495749,1784290019.916055,1784290020.330251,0,0,1784290019.916393,1784290020.121769,0.119482388,1784290020.1217742,1784290020.330245,0.131547931,1784290020.330251,1784290022.364235,1784290021.3495946,1784290022.364483,1784290022.5696561,0.144954089,1784290022.569659,1784290022.774862,0.158360248,0.12672699999999998,-0.194123,-0.329906,0.0045455,-0.007286,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2857864,2746246,0,0,0,0,2
203,4,80,16,none,0,11,6.036902619530071,5.906349143328972,0,0,1784290022.7756958,1784290022.7756958,1784290023.5019689,1784290024.366354,1784290024.7821178,0,0,1784290024.3710651,1784290024.576867,0.132888547,1784290024.576871,1784290024.782113,0.128866699,1784290024.7821178,1784290026.812259,1784290025.7972183,1784290026.81247,1784290027.01766,0.119482388,1784290027.017663,1784290027.222529,0.128866699,0.12438350000000001,-0.1924515,-0.3270015,0.0045544999999999995,-0.0072955,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2841012,2721602,0,0,0,0,2
